content,score,sentiment_rating,wordCount,review_with_stopwords,wordCount_after_stopwords,review_stemmed
"bagus nih yesdok, sekarang saya bisa berkonsultasi kesehatan dengan dokter 24 jam secara mudah dan cepat!",5,Positive,18,bagus yesdok berkonsultasi kesehatan dokter  jam mudah cepat ,8,bagu yesdok berkonsultasi kesehatan dokter jam mudah cepat
"yesdok sangat bermanfaat bagi orang tua seperti saya, jika sakit tidak perlu repot repot menuju klinik, hanya dengan hp kita dapat berkonsultasi langsung dengan dokter, sangat memudahkan saya yang sudah sulit jika harus ke klinik atau ke dokter praktek umum.. terima kasih yesdok",5,Positive,47,yesdok bermanfaat orang tua sakit repot repot klinik hp berkonsultasi langsung dokter memudahkan sulit klinik dokter praktek  terima kasih yesdok,20,yesdok bermanfaat orang tua sakit repot repot klinik hp berkonsultasi langsung dokter memudahkan sulit klinik dokter praktek terima kasih yesdok
sangat berguna dan membantu,5,Positive,4,berguna membantu,2,berguna membantu
to be ge tee..,5,Positive,5,to be ge tee ,4,to be ge tee
mantap,5,Positive,1,mantap,1,mantap
"seneng banget sama aplikasi yesdok, bisa konsultasi dengan yang berpengalaman.",5,Positive,12,seneng aplikasi yesdok konsultasi berpengalaman,5,seneng aplikasi yesdok konsultasi berpengalaman
"zaman sekarang mau konsultasi dan periksa kesehatan dengan dokter sudah sangat mudah, kalau lagi sakit tidak perlu repot repot pergi ke dokter, cukup buka smartphone, buka aplikasi yesdok dan konsultasi dengan dokter, nice, mantab dehh ",5,Positive,40,zaman konsultasi periksa kesehatan dokter mudah sakit repot repot pergi dokter buka smartphone buka aplikasi yesdok konsultasi dokter nice mantab dehh,21,zaman konsultasi periksa kesehatan dokter mudah sakit repot repot pergi dokter buka smartphon buka aplikasi yesdok konsultasi dokter nice mantab dehh
bagus aplikasi tentang kesehatan dan konsultasi secara online,5,Positive,8,bagus aplikasi kesehatan konsultasi online,5,bagu aplikasi kesehatan konsultasi onlin
oke,5,Positive,1,oke,1,oke
aplikasi ini sangat membantu dan memudahkan kita untuk tanya dan konsultasi mengenah keluhan tentang kesehatan kita. saya tidak perlu repot-repot untuk datang langsung ke rumah sakit. di sini juga banyak informasi mengenai cara pola hidup sehat. sangat memudahkan saya dengan aplikasi ini. dan masih banyak lagi hal yang sangat bermanfaat.,5,Positive,55,aplikasi membantu memudahkan konsultasi mengenah keluhan kesehatan repotrepot langsung rumah sakit informasi pola hidup sehat memudahkan aplikasi bermanfaat,18,aplikasi membantu memudahkan konsultasi mengenah keluhan kesehatan repotrepot langsung rumah sakit informasi pola hidup sehat memudahkan aplikasi bermanfaat
"asikkk.. yesdok dihadirkan agar mempermudah pasien untuk menanyakan penyakit yang dialami kepada dokter tanpa harus menempuh perjalanan ke rumah sakit, mendaftar dan menunggu antrian.",5,Positive,27,asikkk  yesdok dihadirkan mempermudah pasien penyakit dialami dokter menempuh perjalanan rumah sakit mendaftar menunggu antrian,15,asikkk yesdok dihadirkan mempermudah pasien penyakit dialami dokter menempuh perjalanan rumah sakit mendaftar menunggu antrian
yesdok memiliki pelayanan yg cukup baik karna tidak harus datang ke rumah sakit dalam melakukan konsultasi cukup dengan menggunakan telpon genggam,5,Positive,21,yesdok memiliki pelayanan karna rumah sakit konsultasi telpon genggam,9,yesdok memiliki pelayanan karna rumah sakit konsultasi telpon genggam
aplikasinya sangat bagus sangat membantu sekali. terus tingkatkan layanan terbaiknya yesdok ,5,Positive,12,aplikasinya bagus membantu tingkatkan layanan terbaiknya yesdok,7,aplikasinya bagu membantu tingkatkan layanan terbaiknya yesdok
"wahh... ga nyangka asik banget konsultasinya, cobain deh..",5,Positive,11,wahh  ga nyangka asik konsultasinya cobain ,6,wahh ga nyangka asik konsultasinya cobain
"bagus banget aplikasinya aku suka, download ya guys :)",5,Positive,11,bagus aplikasinya suka download ya guys  ,6,bagu aplikasinya suka download ya guy
"sip, aku dapat aplikasi yang aku mau. orang indonesia butuh aplikasi seperti ini",5,Positive,15,sip aplikasi orang indonesia butuh aplikasi,6,sip aplikasi orang indonesia butuh aplikasi
kenapa baru muncul aplikasi yang seperti ini? ini mantap betul,5,Positive,11,muncul aplikasi  mantap,3,muncul aplikasi mantap
"keren banget, semua keluhan bisa kita tanyakan.. ga perlu dateng ke klinik.",5,Positive,15,keren keluhan  ga dateng klinik,5,keren keluhan ga dateng klinik
"mantap sih, aku ga perlu lagi ribet konsultasi ke dokter lagi",5,Positive,12,mantap ga ribet konsultasi dokter,5,mantap ga ribet konsultasi dokter
"yaa, untung banget ada aplikasi ini. jadi gaperlu repot repot lagi sekarang",5,Positive,14,yaa untung aplikasi gaperlu repot repot,6,yaa untung aplikasi gaperlu repot repot
"aplikasi yesdok paling oke,dokternya baik dan ramah2 menjelaskan perihal keluhan kita",5,Positive,13,aplikasi yesdok oke dokternya ramah perihal keluhan,7,aplikasi yesdok oke dokternya ramah perih keluhan
aplikasi ini sangat bagus untuk berkonsultasi dengan dokter anda ingin dan bisa meminta resep obat,5,Positive,15,aplikasi bagus berkonsultasi dokter resep obat,6,aplikasi bagu berkonsultasi dokter resep obat
"apk yg mantul, bisa banyak membantu terima kasih",5,Positive,9,apk mantul membantu terima kasih,5,apk mantul membantu terima kasih
sangat membatu kita ketika berada di luar kota,5,Positive,8,membatu kota,2,membatu kota
yess aplikasi sehat,5,Positive,3,yess aplikasi sehat,3,yess aplikasi sehat
aplikasi ini sangat membantu sekali bagi saya untuk konsultasi ke dokter secara mudah,5,Positive,13,aplikasi membantu konsultasi dokter mudah,5,aplikasi membantu konsultasi dokter mudah
"menarik, cocok yg ingin berkonsultasi segala penyakit, dan dokternya baik""",5,Positive,13,menarik cocok berkonsultasi penyakit dokternya ,5,menarik cocok berkonsultasi penyakit dokternya
5 bintang untuk yesdok aplikasi yg menghubungkan pasien dan dokter bisa konsultasi secara langsung via vidcall,5,Positive,16, bintang yesdok aplikasi menghubungkan pasien dokter konsultasi langsung via vidcall,10,bintang yesdok aplikasi menghubungkan pasien dokter konsultasi langsung via vidcal
aplikasi keren ni,5,Positive,3,aplikasi keren ni,3,aplikasi keren ni
sangat membantu banget aplikasi nya,5,Positive,5,membantu aplikasi nya,3,membantu aplikasi nya
"sangat rekomen sekali aplikasi yesdok, bisa konsultasi dengan dokter secara langsung, sangat membantu memudahkan saya untuk cek kesehatan tanpa harus menunggu",5,Positive,23,rekomen aplikasi yesdok konsultasi dokter langsung membantu memudahkan cek kesehatan menunggu,11,rekomen aplikasi yesdok konsultasi dokter langsung membantu memudahkan cek kesehatan menunggu
"semoga aplikasi ini masyarakat terbantu, semangat dokter indonesia ",5,Positive,9,semoga aplikasi masyarakat terbantu semangat dokter indonesia,7,semoga aplikasi masyarakat terbantu semangat dokter indonesia
mantap pokoknya bisa langsung konsultasi dengan dokter ahli spesial. sangat berguna di jaman skrng,5,Positive,15,mantap pokoknya langsung konsultasi dokter ahli spesial berguna jaman skrng,10,mantap pokoknya langsung konsultasi dokter ahli spesial berguna jaman skrng
ini baru mantapp. bisa konsultasi dalam waku 24 jam gratis lagi.,5,Positive,13,mantapp konsultasi waku  jam gratis,5,mantapp konsultasi waku jam grati
wah kerennn..,5,Positive,3,kerennn ,1,kerennn
terimakasih yesdok saya suka app in,5,Positive,6,terimakasih yesdok suka app in,5,terimakasih yesdok suka app in
sangat membantu,5,Positive,2,membantu,1,membantu
aplikasi oke sangat membantu,5,Positive,4,aplikasi oke membantu,3,aplikasi oke membantu
aplikasi yang sangat inovatif jadi tidak usah repot pergi kedokter ketika sakit hanya berdiam dirumah bisa konsultasi oleh dokter yang berpengalaman,5,Positive,21,aplikasi inovatif repot pergi kedokter sakit berdiam dirumah konsultasi dokter berpengalaman,11,aplikasi inovatif repot pergi kedokt sakit berdiam dirumah konsultasi dokter berpengalaman
sangat membantu dan bermanfaat,5,Positive,4,membantu bermanfaat,2,membantu bermanfaat
bagus saya bisa berkonsultasi penyakit,5,Positive,5,bagus berkonsultasi penyakit,3,bagu berkonsultasi penyakit
sangat dapat di manfaatkan dan menarik,5,Positive,6,manfaatkan menarik,2,manfaatkan menarik
sangat menarik aplikasi ini langsung bisa video call dg dokter untuk konsultasi,5,Positive,12,menarik aplikasi langsung video call dg dokter konsultasi,8,menarik aplikasi langsung video call dg dokter konsultasi
menarik dan bermanfaat,5,Positive,3,menarik bermanfaat,2,menarik bermanfaat
"aplikasinya sangat bermanfaat, saya jadi tahu banyak tentang gejala dan cara mencegah penyakit.",5,Positive,15,aplikasinya bermanfaat gejala mencegah penyakit,5,aplikasinya bermanfaat gejala mencegah penyakit
makasih yesdok,5,Positive,2,makasih yesdok,2,makasih yesdok
"menurut ku aplkasi ini sangat membantu bagi saya untuk konsultasi secara online dan juga sangat membatu saya untuk menanyakn tentang kesehatan , trrima kasih yesdok",5,Positive,25,ku aplkasi membantu konsultasi online membatu menanyakn kesehatan trrima kasih yesdok,11,ku aplkasi membantu konsultasi onlin membatu menanyakn kesehatan trrima kasih yesdok
aplikasi ini sangat membantu saya dalam mencsri info kesehatan dalam waktu saya yg sibuk,5,Positive,14,aplikasi membantu mencsri info kesehatan sibuk,6,aplikasi membantu mencsri info kesehatan sibuk
"yuk buruan pake yesdok, saya dah coba dan hasilnya gk mengecewakan",5,Positive,12,yuk buruan pake yesdok dah coba hasilnya gk mengecewakan,9,yuk buruan pake yesdok dah coba hasilnya gk mengecewakan
boleh juga aplikasi ini,5,Positive,4,aplikasi,1,aplikasi
"ini dia aplikasi bagus yang memberikan informasi kesehatan secara rutin dan secara menyeluruh, dan bisa konsultasi langsung dengan dokter nya",5,Positive,21,aplikasi bagus informasi kesehatan rutin konsultasi langsung dokter nya,9,aplikasi bagu informasi kesehatan rutin konsultasi langsung dokter nya
bagus,5,Positive,1,bagus,1,bagu
aplikasi yesdok baik sekali.. sangat bermanfaat untuk mengakses kesehatan. sangat beruntung pada era modren sekarang menciptkan akses seperti ini. thankyou yesdok.,5,Positive,25,aplikasi yesdok  bermanfaat mengakses kesehatan beruntung era modren menciptkan akses thankyou yesdok,12,aplikasi yesdok bermanfaat mengaks kesehatan beruntung era modren menciptkan aks thankyou yesdok
dengan menggunakan aplikasi yesdok konsultasi dengan dokter jadi mudah dan praktis gak perlu ribet. recomended banget aplikasi ini.,5,Positive,20,aplikasi yesdok konsultasi dokter mudah praktis gak ribet recomended aplikasi,10,aplikasi yesdok konsultasi dokter mudah prakti gak ribet recomend aplikasi
konsultasi dengan dokter jadi mudah dan cepat. dengan menggunakan aplikasi yesdok konsultasi dengan dokter jadi gak ribet. recomended banget.,5,Positive,22,konsultasi dokter mudah cepat aplikasi yesdok konsultasi dokter gak ribet recomended,11,konsultasi dokter mudah cepat aplikasi yesdok konsultasi dokter gak ribet recomend
"aplikasi ini sangat membantu sekali, sebagai ibu dan keluarga..",5,Positive,11,aplikasi membantu keluarga ,3,aplikasi membantu keluarga
"aplikasi keren, dokternya baik banget, penjelasannya sangat mudah dipahami. terimakasih yes dok",5,Positive,15,aplikasi keren dokternya penjelasannya mudah dipahami terimakasih yes dok,9,aplikasi keren dokternya penjelasannya mudah dipahami terimakasih ye dok
"terima kasih yd, sya jadi mudah buat konsultasi ga perlu repot harus ke dokter. cukup di hp aja. respon cepet juga.",5,Positive,25,terima kasih yd sya mudah konsultasi ga repot dokter hp aja respon cepet,13,terima kasih yd sya mudah konsultasi ga repot dokter hp aja respon cepet
sangat membantu,5,Positive,2,membantu,1,membantu
konsultasi dengan dokter gak perlu ribet. dengan aplikasi yesdok konsultasi dengan dokter jadi mudah dan cara penggunaan aplikasi juga mudah.,5,Positive,22,konsultasi dokter gak ribet aplikasi yesdok konsultasi dokter mudah penggunaan aplikasi mudah,12,konsultasi dokter gak ribet aplikasi yesdok konsultasi dokter mudah penggunaan aplikasi mudah
aplikasi yang sangat bermanfaat. sangat membantu dan mudah di gunakan,5,Positive,11,aplikasi bermanfaat membantu mudah,4,aplikasi bermanfaat membantu mudah
untuk bagus untuk kesehatan,5,Positive,4,bagus kesehatan,2,bagu kesehatan
cocok. . aplikasi yang sangat membantu dan gampang di gunakan,5,Positive,11,cocok aplikasi membantu gampang,4,cocok aplikasi membantu gampang
kereeeen,5,Positive,1,kereeeen,1,kereeeen
rekomendasi banget buat yang butuh info/mau konsul cepet tentang kesehatan,5,Positive,10,rekomendasi butuh infomau konsul cepet kesehatan,6,rekomendasi butuh infomau konsul cepet kesehatan
sangat menarik bisa dibuat video call sama dokter langsung,5,Positive,9,menarik video call dokter langsung,5,menarik video call dokter langsung
aplikasi buat konsultasi. biar gampang jadi tidak ada jarak antara dokter dan pasiennya,5,Positive,14,aplikasi konsultasi biar gampang jarak dokter pasiennya,7,aplikasi konsultasi biar gampang jarak dokter pasiennya
nice aplikasi. recommend bgt,5,Positive,5,nice aplikasi recommend,3,nice aplikasi recommend
aplikasi yang sangat bermanfaat ,5,Positive,4,aplikasi bermanfaat,2,aplikasi bermanfaat
"aplikasi yang sangat bagus, sangat membantu dalam hal konsultasi kesehatan",5,Positive,11,aplikasi bagus membantu konsultasi kesehatan,5,aplikasi bagu membantu konsultasi kesehatan
sangat membantu untuk akses komunikasi antara dokter dan pasien jika pasien tidak bisa pergi rumah,5,Positive,15,membantu akses komunikasi dokter pasien pasien pergi rumah,8,membantu aks komunikasi dokter pasien pasien pergi rumah
"aplikasi yang memberikan informasi kesehatan secara langsung oleh ahlinya, bahkan bisa berkonsultasi secara live dengan dokternya",5,Positive,17,aplikasi informasi kesehatan langsung ahlinya berkonsultasi live dokternya,8,aplikasi informasi kesehatan langsung ahlinya berkonsultasi live dokternya
sangat siip,5,Positive,2,siip,1,siip
"aplikasinya sangat membantu waktu kesusahan, bagi kawan kawan yang mempunyai masalah kesehatan aplikasi ini rekomended sekali",5,Positive,17,aplikasinya membantu kesusahan kawan kawan kesehatan aplikasi rekomended,8,aplikasinya membantu kesusahan kawan kawan kesehatan aplikasi rekomend
"mantap aplikasinya, kesehatan saya akhir akhir ini sedang tidak baik, namun aplikasi ini dapat membantu perkembangan dan analisis nya setiap hari, dapat berkonsultasi langusng dengan dokternya",5,Positive,29,mantap aplikasinya kesehatan aplikasi membantu perkembangan analisis nya berkonsultasi langusng dokternya,11,mantap aplikasinya kesehatan aplikasi membantu perkembangan analisi nya berkonsultasi langusng dokternya
"aplikasinya sangat rekomendasi, bisa berkonsultasi ke dokter dokter yg memiliki pengalaman",5,Positive,12,aplikasinya rekomendasi berkonsultasi dokter dokter memiliki pengalaman,7,aplikasinya rekomendasi berkonsultasi dokter dokter memiliki pengalaman
"memuat banyak sekali informasi mengenai kesehatan, yang sangat mudah untuk di aplikasikan setiap hari, selebihnya kita juga dapat konsultasi langsung dengan dokternya",5,Positive,24,memuat informasi kesehatan mudah aplikasikan selebihnya konsultasi langsung dokternya,9,memuat informasi kesehatan mudah aplikasikan selebihnya konsultasi langsung dokternya
aplikasi yesdok sangan rekomendasi karena pasien juga bisa langsung berkonsultasi dengan dokter dokter berpengalaman dan mendapat resep obat yg tepat,5,Positive,20,aplikasi yesdok sangan rekomendasi pasien langsung berkonsultasi dokter dokter berpengalaman resep obat,12,aplikasi yesdok sangan rekomendasi pasien langsung berkonsultasi dokter dokter berpengalaman resep obat
"aplikasinya bagus, kita bisa tanya2 seputar kesehatan. sangat membantu",5,Positive,11,aplikasinya bagus tanya seputar kesehatan membantu,6,aplikasinya bagu tanya seputar kesehatan membantu
"sangat memuaskan, sipp",5,Positive,4,memuaskan sipp,2,memuaskan sipp
alikasi kesehatan sudah baik pelayanan 24 jam jadi dapat di hubungi tiap malam,5,Positive,13,alikasi kesehatan pelayanan  jam hubungi malam,6,alikasi kesehatan pelayanan jam hubungi malam
"aplikasinya bermanfaat, lengkap dan membantu dalam mengetahui gejala maupun penyakit yang kita alami.",5,Positive,15,aplikasinya bermanfaat lengkap membantu gejala penyakit alami,7,aplikasinya bermanfaat lengkap membantu gejala penyakit alami
aplikasi ini sangat membantu dalam hal artikel kesehatan . semoga makin maju dan berkembang bagi yesdok,5,Positive,16,aplikasi membantu artikel kesehatan semoga maju berkembang yesdok,8,aplikasi membantu artikel kesehatan semoga maju berkembang yesdok
bermanfaat keren canggih,5,Positive,3,bermanfaat keren canggih,3,bermanfaat keren canggih
"aplikasi terbaik yang pernah saya download, nyesal gak download.",5,Positive,11,aplikasi terbaik download nyesal gak download,6,aplikasi terbaik download nyesal gak download
aplikasi yang mudah dimengerti dan pelayanan yang cepat di respon.,5,Positive,11,aplikasi mudah dimengerti pelayanan cepat respon,6,aplikasi mudah dimengerti pelayanan cepat respon
sangat membantu dan melayani masayarakat di bidang pengetahuan kesehatan.,5,Positive,10,membantu melayani masayarakat bidang pengetahuan kesehatan,6,membantu melayani masayarakat bidang pengetahuan kesehatan
