content;score;sentiment_rating;wordCount;tweet_without_stopwords;wordCount_after_stopwords
saya suka dengan aplikasi ini karena bisa konsultasi dengan dokter secara online membantu sekali bagi saya tidak perlu keluar rumah cukup jalankan aplikasi langsung bisa konsultasi dengan bertatap muka dengan dokter.;5;Positive;31;saya suka dengan aplikasi ini karena bisa konsultasi dengan dokter secara online membantu sekali bagi saya tidak perlu keluar rumah cukup jalankan aplikasi langsung bisa konsultasi dengan bertatap muka dengan dokter.;31
males buat keluar rumah buat konsultasi dokter ditambah belum lagi antrean di rumah sakitnya aplikasi yesdok solusinya bisa konsultasi dengan dokter 24 jam tanpa khawatir menghabiskan waktu keluar aplikasinya juga mudah dan gampang diakses;5;Positive;34;males buat keluar rumah buat konsultasi dokter ditambah belum lagi antrean di rumah sakitnya aplikasi yesdok solusinya bisa konsultasi dengan dokter 24 jam tanpa khawatir menghabiskan waktu keluar aplikasinya juga mudah dan gampang diakses;34
aplikasi yesdok berguna banget nih fiturnya keren bisa konsultasi dengan dokter secara online 24 jam;5;Positive;15;aplikasi yesdok berguna banget nih fiturnya keren bisa konsultasi dengan dokter secara online 24 jam;15
aplikasi yang membantu untuk konsultasi... bagus bagus bagus;5;Positive;8;aplikasi yang membantu untuk konsultasi... bagus bagus bagus;8
gak harus keluar rumah ngantri buat konsultasi keluhan sakit sama dokter kini dengan yesdok konsultasi bisa di mana saja di rumah, di kantor, dimana saja tinggal buka yesdok langsung bisa konsultasi dengan dokter secara online di 24 jam.;5;Positive;38;gak harus keluar rumah ngantri buat konsultasi keluhan sakit sama dokter kini dengan yesdok konsultasi bisa di mana saja di rumah, di kantor, dimana saja tinggal buka yesdok langsung bisa konsultasi dengan dokter secara online di 24 jam.;38
bagus, bisa langsung telpon dokternya dan tanya-tanya;5;Positive;7;bagus, bisa langsung telpon dokternya dan tanya-tanya;7
instal aplikasi ini, selain bisa konsultasi, kita juga bisa menangin hp samsung a50s, tapi ini kupon undiannya kok nggak ada ya, padahal udah 2×;5;Positive;24;instal aplikasi ini, selain bisa konsultasi, kita juga bisa menangin hp samsung a50s, tapi ini kupon undiannya kok nggak ada ya, padahal udah 2×;24
terima kasih banyak untuk yang membuat aplikasi ini, dan terima kasih juga untuk para dokter yang sangat membantu dalam konsultasi. best 😘;5;Positive;22;terima kasih banyak untuk yang membuat aplikasi ini, dan terima kasih juga untuk para dokter yang sangat membantu dalam konsultasi. best 😘;22
👍;5;Positive;1;👍;1
aplikasi yang cukup membantu buat konsultasi kesehatan;5;Positive;7;aplikasi yang cukup membantu buat konsultasi kesehatan;7
bagus banget aplikasinya banyak informasi kesehatan dan enak nya bisa konsul langsung sama dokter di handphone;5;Positive;16;bagus banget aplikasinya banyak informasi kesehatan dan enak nya bisa konsul langsung sama dokter di handphone;16
sangat bagus dan berguna;5;Positive;4;sangat bagus dan berguna;4
wah aplikasi ini bagus dan membantu;5;Positive;6;wah aplikasi ini bagus dan membantu;6
aplikasi ini bagus membantu banyak orang;5;Positive;6;aplikasi ini bagus membantu banyak orang;6
sangat baik aplikasinya;5;Positive;3;sangat baik aplikasinya;3
aplikasi yesdok membantu banget dalam hal kesehatan;5;Positive;7;aplikasi yesdok membantu banget dalam hal kesehatan;7
ok banget;5;Positive;2;ok banget;2
mudah di jangkau dan effisiensi waktu;5;Positive;6;mudah di jangkau dan effisiensi waktu;6
baik sekali;5;Positive;2;baik sekali;2
bisa membantu saat urgent...pada kesehatan;5;Positive;5;bisa membantu saat urgent...pada kesehatan;5
baik;5;Positive;1;baik;1
aplikasi kereeennn....sangar bermanfaat;5;Positive;3;aplikasi kereeennn....sangar bermanfaat;3
good;5;Positive;1;good;1
ok. baik;5;Positive;2;ok. baik;2
good;5;Positive;1;good;1
sangat membantu....smoga sehat slalu;5;Positive;4;sangat membantu....smoga sehat slalu;4
mantap sekali aplikasinya ini;5;Positive;4;mantap sekali aplikasinya ini;4
saya sangat menyukai aplikasi ini sangat bagus;5;Positive;7;saya sangat menyukai aplikasi ini sangat bagus;7
aplikasinya sangat bermanfaat..;5;Positive;3;aplikasinya sangat bermanfaat..;3
bagus sekali dan sangat bermanfaat sekali untuk saya dan semua yang menggunakan aplikasi ini, dimanapun dan kapanpin 24jam kita dapat menggunakannya;5;Positive;21;bagus sekali dan sangat bermanfaat sekali untuk saya dan semua yang menggunakan aplikasi ini, dimanapun dan kapanpin 24jam kita dapat menggunakannya;21
sangat bermaanfaat bagi kami dan keluarga, terimakasih yesdok...;5;Positive;8;sangat bermaanfaat bagi kami dan keluarga, terimakasih yesdok...;8
good;5;Positive;1;good;1
aplikasi ini sangat membantu sekali ga usah repot repot ke dokter mantap pokok nya🥰🥰🥰;5;Positive;14;aplikasi ini sangat membantu sekali ga usah repot repot ke dokter mantap pokok nya🥰🥰🥰;14
aplikasi ini membantu masyarakat pada umumnya;5;Positive;6;aplikasi ini membantu masyarakat pada umumnya;6
akhirnya nemu aplikasi sebagus ini, yesdok sukses 👍👍👍;5;Positive;8;akhirnya nemu aplikasi sebagus ini, yesdok sukses 👍👍👍;8
makasih yesdok saya jadi bisa menanyakan informasi kesehatan dan penyakit hanya lewat aplikasi saja dgn mudahnya;5;Positive;16;makasih yesdok saya jadi bisa menanyakan informasi kesehatan dan penyakit hanya lewat aplikasi saja dgn mudahnya;16
sangat berguna sekali aplikasi nya. sangatlah membantu saya. terimakasih yes dok.;5;Positive;11;sangat berguna sekali aplikasi nya. sangatlah membantu saya. terimakasih yes dok.;11
mantul pokoke;5;Positive;2;mantul pokoke;2
makasih yesdok saya bisa konsul dan tanya2 dengan dokter 😊;5;Positive;10;makasih yesdok saya bisa konsul dan tanya2 dengan dokter 😊;10
sangat sangat membantu terimakasih yesdok!!!;5;Positive;5;sangat sangat membantu terimakasih yesdok!!!;5
aplikasinya sangat bermanfaat banget nih guys;5;Positive;6;aplikasinya sangat bermanfaat banget nih guys;6
terimakasih yesdok aplikasi sangat membantu kita untuk masalah kesehatan saya dan keluarga;5;Positive;12;terimakasih yesdok aplikasi sangat membantu kita untuk masalah kesehatan saya dan keluarga;12
terimakasih yesdok aplikasi sangat membantu untuk masalah kesehatan saya dan keluarga;5;Positive;11;terimakasih yesdok aplikasi sangat membantu untuk masalah kesehatan saya dan keluarga;11
yesdok bermanfaat buat penggunaya. konsultasi ke dokter dirumah aj bisa dengan aplikasi ini. terimakasih moga makin berkembang;5;Positive;17;yesdok bermanfaat buat penggunaya. konsultasi ke dokter dirumah aj bisa dengan aplikasi ini. terimakasih moga makin berkembang;17
semoga aplikasi ini dapat membantu masyarakat indonesia di era digital ini;5;Positive;11;semoga aplikasi ini dapat membantu masyarakat indonesia di era digital ini;11
aplikasi ini sangat memudah kan ku untuk mendapat kan informasi tambahan seputar kesehatan. terima kasih;5;Positive;15;aplikasi ini sangat memudah kan ku untuk mendapat kan informasi tambahan seputar kesehatan. terima kasih;15
bersama yesdok skrg sdh mudah untuk mendapatkan info perawatan kesehatan dan saran medis yg sesuai;5;Positive;15;bersama yesdok skrg sdh mudah untuk mendapatkan info perawatan kesehatan dan saran medis yg sesuai;15
bagus sekalii free dua kali konsultasi terima kasih yesdok semoga kedepanya bisa bermanfaat bagi semua;5;Positive;15;bagus sekalii free dua kali konsultasi terima kasih yesdok semoga kedepanya bisa bermanfaat bagi semua;15
berguna, dpt di akses 24jam dimanapun kapanpun;5;Positive;7;berguna, dpt di akses 24jam dimanapun kapanpun;7
sangat berguna;5;Positive;2;sangat berguna;2
hanya di yesdok bisa konsultasi live via video call/voice call/chat bersama dokter terpercaya 24 jam.;5;Positive;15;hanya di yesdok bisa konsultasi live via video call/voice call/chat bersama dokter terpercaya 24 jam.;15
aplikasi yg memungkinkan setiap org terhubung mudah dgn dokter umum belisensi guna melakukan konsultasi medis melalui telepon, sms dan panggilan video;5;Positive;21;aplikasi yg memungkinkan setiap org terhubung mudah dgn dokter umum belisensi guna melakukan konsultasi medis melalui telepon, sms dan panggilan video;21
asik yesdok bisa mempermudah menanyakan penyakit yang dialami kepada dokter tanpa harus menempuh perjalanan ke rumah sakit, mendaftar dan menunggu antrian.;5;Positive;21;asik yesdok bisa mempermudah menanyakan penyakit yang dialami kepada dokter tanpa harus menempuh perjalanan ke rumah sakit, mendaftar dan menunggu antrian.;21
dokter yg tersedia merupakan dokter profesional di bidangnya. konsultasi berjalan lebih mudah;5;Positive;12;dokter yg tersedia merupakan dokter profesional di bidangnya. konsultasi berjalan lebih mudah;12
wih mantap nih yesdok bisa konsultasi 24jam 👍;5;Positive;8;wih mantap nih yesdok bisa konsultasi 24jam 👍;8
praktis dan mudah serta dibutuhkan oleh masyarakat indonesia.;5;Positive;8;praktis dan mudah serta dibutuhkan oleh masyarakat indonesia.;8
kesehatan adalah harta yg paling berharga bagi setiap orang. untuk itulah, yesdok hadir.;5;Positive;13;kesehatan adalah harta yg paling berharga bagi setiap orang. untuk itulah, yesdok hadir.;13
mantab;5;Positive;1;mantab;1
yesdok, sangat membantu, makasih. lebih tingkatkan lagi aplikasinya.;5;Positive;8;yesdok, sangat membantu, makasih. lebih tingkatkan lagi aplikasinya.;8
seputar kesehatan dengan berbagai artikel kesehatan di dalam serta konsultasi bisa dilakukan d mana saja;5;Positive;15;seputar kesehatan dengan berbagai artikel kesehatan di dalam serta konsultasi bisa dilakukan d mana saja;15
aplikasi yang sangat bagus, terimakasih dokter;5;Positive;6;aplikasi yang sangat bagus, terimakasih dokter;6
aplikasi yang top dan bagus banget. recommended deh...;5;Positive;8;aplikasi yang top dan bagus banget. recommended deh...;8
sangat membantu, ga payah lagi pergi ke klinik. thx;5;Positive;9;sangat membantu, ga payah lagi pergi ke klinik. thx;9
sangat membantu saya. semua masalah teratasi. pertahankan yg sudah bagus ini. kalau bisa di tingkatkan.;5;Positive;15;sangat membantu saya. semua masalah teratasi. pertahankan yg sudah bagus ini. kalau bisa di tingkatkan.;15
sangat membantu saat keadaan darurat dan kita bingung dalam melakukan penanganan, aplikasi ini sangat membantu, apalagi dengan dokter yang ada 24 jam, terimakasih;5;Positive;23;sangat membantu saat keadaan darurat dan kita bingung dalam melakukan penanganan, aplikasi ini sangat membantu, apalagi dengan dokter yang ada 24 jam, terimakasih;23
terimakasih yesdok telah membantu saya menemukan solusi utk mengatasi penyakit😉;5;Positive;10;terimakasih yesdok telah membantu saya menemukan solusi utk mengatasi penyakit😉;10
sangat membantu 💞🤗;5;Positive;3;sangat membantu 💞🤗;3
aplikasi yg sangat berguna bagi saya yg punya sedikit waktu karna sibuk bekerja. berkat aplikasi ini saya jadi bisa cek kesehatan saya secara cepat dan tepat ditangani oleh dokter profesional yg sudah tidak diragukan lgi. terimakasih yesdok.;5;Positive;37;aplikasi yg sangat berguna bagi saya yg punya sedikit waktu karna sibuk bekerja. berkat aplikasi ini saya jadi bisa cek kesehatan saya secara cepat dan tepat ditangani oleh dokter profesional yg sudah tidak diragukan lgi. terimakasih yesdok.;37
dokternya ramah2 baik enak diajak konsul. 24 jam harga terjangkau nice;5;Positive;11;dokternya ramah2 baik enak diajak konsul. 24 jam harga terjangkau nice;11
aplikasinya sangat bermanfaat, kita bisa berkonsultasi 24jam;5;Positive;7;aplikasinya sangat bermanfaat, kita bisa berkonsultasi 24jam;7
aplikasi yg wajib ada di hp ku nih. aku bisa cek kesehatanku kapan aja dan dimana aja, fiturnya bagus aku suka, apalagi ada fitur video call secara live bersama dokter yg bener2 terpecaya untuk berkonsultasi. yg terpenting adalah manfaatnya, karna ini bermanfaat bgt buat ibu rumah tangga kaya aku yg jarang keluar rumah.;5;Positive;53;aplikasi yg wajib ada di hp ku nih. aku bisa cek kesehatanku kapan aja dan dimana aja, fiturnya bagus aku suka, apalagi ada fitur video call secara live bersama dokter yg bener2 terpecaya untuk berkonsultasi. yg terpenting adalah manfaatnya, karna ini bermanfaat bgt buat ibu rumah tangga kaya aku yg jarang keluar rumah.;53
sangat bagus untuk bisa berkonsultasi dengan dokter 24 jam :);5;Positive;10;sangat bagus untuk bisa berkonsultasi dengan dokter 24 jam :);10
keren sekali;5;Positive;2;keren sekali;2
sangat bermanfaat....bagus;5;Positive;2;sangat bermanfaat....bagus;2
aplikasi yang sangat keren;5;Positive;4;aplikasi yang sangat keren;4
keren bgt dah pokoknya nih aplikasi, jadi bisa konsultasi seputar kesahatan dimana aja apalagi saya orangnya super sibuk yg gak sempet cek kesehatan langsung kedokter. tinggal buka yesdok konsultasi sama dokter lewat video call chat atau panggilan suara kapanpun 24jam. pokoknya keren wajib bgt kalian download.;5;Positive;46;keren bgt dah pokoknya nih aplikasi, jadi bisa konsultasi seputar kesahatan dimana aja apalagi saya orangnya super sibuk yg gak sempet cek kesehatan langsung kedokter. tinggal buka yesdok konsultasi sama dokter lewat video call chat atau panggilan suara kapanpun 24jam. pokoknya keren wajib bgt kalian download.;46
aplikasi yg sangat berguna dan membantu;5;Positive;6;aplikasi yg sangat berguna dan membantu;6
lo aku sih yess,makasih yesdok;5;Positive;5;lo aku sih yess,makasih yesdok;5
menolong sekali dengan adanya apk ini,gak ngantri gratis lgi,,,,rekomen lah;5;Positive;10;menolong sekali dengan adanya apk ini,gak ngantri gratis lgi,,,,rekomen lah;10
aplikasi ini sangat membantu dalam konsultasi kesehatan apalagi ada layanan voice call,kita dapat berinteraksi dgn dokter dalam memperoleh informasi tentang kesehatan;5;Positive;21;aplikasi ini sangat membantu dalam konsultasi kesehatan apalagi ada layanan voice call,kita dapat berinteraksi dgn dokter dalam memperoleh informasi tentang kesehatan;21
"aplikasi ini sangat membantu saya tidak perlu repot"" lagi untuk pergi ke dokter hanya untuk berkonsultasi sangat menghemat waktu dan penggunaan app yg mudah";5;Positive;24;"aplikasi ini sangat membantu saya tidak perlu repot"" lagi untuk pergi ke dokter hanya untuk berkonsultasi sangat menghemat waktu dan penggunaan app yg mudah";24
mantap, bisa konsultasi kapan saja;5;Positive;5;mantap, bisa konsultasi kapan saja;5
mantul nih apk, dokternya mantap ....;5;Positive;6;mantul nih apk, dokternya mantap ....;6
menolong sekali, rekomen pokoknya mkasih yesdok;5;Positive;6;menolong sekali, rekomen pokoknya mkasih yesdok;6
trimakasih yesdok. jadi lebih hemat waktu, bisa konsultasi kesehatan sekaligus menambah wawasan tentang kesehatan.;5;Positive;14;trimakasih yesdok. jadi lebih hemat waktu, bisa konsultasi kesehatan sekaligus menambah wawasan tentang kesehatan.;14
keren aplikasinya. jadi kalau mau konsultasi seputar kesehatan tidak perlu ke puskesmas atau rumah sakit lagi. trimakasih yesdok.;5;Positive;18;keren aplikasinya. jadi kalau mau konsultasi seputar kesehatan tidak perlu ke puskesmas atau rumah sakit lagi. trimakasih yesdok.;18
untung ada aplikasi ini jdi klo mw konsultasi gk ush ngantri2 lgi rumah sakit;5;Positive;14;untung ada aplikasi ini jdi klo mw konsultasi gk ush ngantri2 lgi rumah sakit;14
mantap, bisa konsultasi masalah kesehatan secara live sama dokter melalui fitul call/video call. aplikasinya bermanfaat bgt cukup fleksibel, apalagi kita bisa konsultasi 24jam kapan aja. sangat recomented bgt dah. saya suka saya suka;5;Positive;33;mantap, bisa konsultasi masalah kesehatan secara live sama dokter melalui fitul call/video call. aplikasinya bermanfaat bgt cukup fleksibel, apalagi kita bisa konsultasi 24jam kapan aja. sangat recomented bgt dah. saya suka saya suka;33
sangat membantu saya :) recommended aplikasi;5;Positive;6;sangat membantu saya :) recommended aplikasi;6
aplikasi yang sangat bagus saat kita ingin berkonsultasi ke dokter,kita ga perlu lagi pergi jauh untuk berkonsultasi ke dokter,cukup buka aplikasi yesdok kita udah bisa berkonsultasi ke dokter.. pokonya yeddok mantap dah;5;Positive;32;aplikasi yang sangat bagus saat kita ingin berkonsultasi ke dokter,kita ga perlu lagi pergi jauh untuk berkonsultasi ke dokter,cukup buka aplikasi yesdok kita udah bisa berkonsultasi ke dokter.. pokonya yeddok mantap dah;32
mantabb;5;Positive;1;mantabb;1
sangat berguna;5;Positive;2;sangat berguna;2
berguna;5;Positive;1;berguna;1
24 jam dok weww;5;Positive;4;24 jam dok weww;4
good;5;Positive;1;good;1
sip dok;5;Positive;2;sip dok;2
iya dok bagus;5;Positive;3;iya dok bagus;3
memang dibutuhkan;5;Positive;2;memang dibutuhkan;2
berguna sekali;5;Positive;2;berguna sekali;2
sangat bermanfaat;5;Positive;2;sangat bermanfaat;2
sangat bagus dan sangat membantu;5;Positive;5;sangat bagus dan sangat membantu;5
pengalaman pakai yesdok itu, sangat responsif. good job!;5;Positive;8;pengalaman pakai yesdok itu, sangat responsif. good job!;8
karna kesehatan itu penting jadi saya instal aplikasi ini. penggunaannya mudah, yg terpenting saya bisa konsultasi masalah kesehatan kapanpun dimanapun oleh para pakar melalui voice call atau video call. sangat recomen bgt nih aplikasi, terpercaya dan sangat bermanfaat bgt.;5;Positive;39;karna kesehatan itu penting jadi saya instal aplikasi ini. penggunaannya mudah, yg terpenting saya bisa konsultasi masalah kesehatan kapanpun dimanapun oleh para pakar melalui voice call atau video call. sangat recomen bgt nih aplikasi, terpercaya dan sangat bermanfaat bgt.;39
